soc_id,glottocode,society,lat,lon,family,region
Sc13,enap1235,Panare,6,-66,Cariban,Northern South America
Ae16,luba1249,Lulua,-6,23,Atlantic-Congo,West-Central Tropical Africa
Sc14,waya1269,Rucuyen,3,-55,Cariban,Northern South America
Sc15,taul1252,Taulípang,4,-62,Cariban,Brazil
Sc16,maqu1238,Ye'kuana,3,-65,Cariban,Northern South America
Sc17,piap1246,Piapoco,6,-68,Arawakan,Western South America
Sc18,ndyu1242,Ndyuka,5,-54,Indo-European,Northern South America
Sc2,pume1238,Pumé,7,-68,NA,Northern South America
Sc3,mura1272,Barama River Carib,5,-59,Cariban,Northern South America
Sc4,guah1255,Guahibo,5,-69,Guahiboan,Western South America
Sc5,wapi1253,Wapishana,3,-60,Arawakan,Brazil
Sc6,sara1340,Saramaccan,4,-56,Indo-European,Northern South America
Ae17,lega1249,Rega,-3,28,Atlantic-Congo,West-Central Tropical Africa
Sc7,yaba1248,Yabarana,5,-66,Cariban,Northern South America
Sc8,piar1243,Piaroa,5,-67,Jodi-Saliban,Northern South America
Sc9,curr1243,Curripaco,5,-67,Arawakan,Northern South America
Sd1,mund1330,Munduruku,-6,-58,Tupian,Brazil
Sd2,tapi1254,Tapirapé,-11,-52,Tupian,Brazil
Sd3,pali1279,Palikur,3,-52,Arawakan,Brazil
Sd4,yano1262,Guaica,2,-65,Yanomamic,Northern South America
Sd5,sate1243,Sateré Mawé,-4,-57,Tupian,Brazil
Sd6,nina1238,Shiriana,4,-63,Yanomamic,Northern South America
Sd7,waiw1244,Wai-wai,1,-59,Cariban,Brazil
Ae18,song1303,Songye,-6,25,Atlantic-Congo,West-Central Tropical Africa
Sd8,sanu1240,Sanema,4,-66,Yanomamic,Northern South America
Sd9,yano1261,Yanomami,2,-65,Yanomamic,Northern South America
Se1,siri1273,Sirionó,-16,-64,Tupian,Western South America
Se10,coca1259,Cocama,1,-79,Tupian,Western South America
Se11,chac1251,Chácobo,-12,-67,Pano-Tacanan,Western South America
Se12,tuca1252,Tucano,0,-70,Tucanoan,Brazil
Se2,ticu1245,Ticuna,-3,-70,Ticuna-Yuri,Western South America
Se3,shua1257,Shuar,-3,-78,Chicham,Western South America
Se4,yagu1244,Yagua,-3,-72,Peba-Yagua,Western South America
Se5,cube1242,Cubeo,1,-71,Tucanoan,Western South America
Ae19,sang1331,Garanganze,-11,28,Atlantic-Congo,West-Central Tropical Africa
Se6,muru1274,Witoto,-1,-74,Huitotoan,Western South America
Se7,chiq1248,Camba,-18,-63,NA,Western South America
Se8,amah1246,Amahuaca,-10,-72,Pano-Tacanan,Brazil
Se9,ship1254,Shipibo-Conibo,-9,-74,Pano-Tacanan,Western South America
Sf1,cusc1236,Inca,-13,-72,Quechuan,Western South America
Sf2,cent2142,Aymara,-16,-69,Aymaran,Western South America
Sf3,chac1249,Chachi,1,-79,Barbacoan,Western South America
Sf4,cent2150,U'wa,7,-72,Chibchan,Western South America
Sf5,paez1247,Páez,3,-76,NA,Western South America
Sf6,chib1270,Muisca,5,-72,Chibchan,Western South America
Ae2,mokp1239,Kpe,4.22,9.27,Atlantic-Congo,West-Central Tropical Africa
Sf7,ajyi1238,Asháninka,-8,-75,Arawakan,Western South America
Sf8,yine1238,Piro,-12,-73,Arawakan,Western South America
Sf9,uruu1244,Uru,-16,-69,Uru-Chipaya,Western South America
Sg1,yama1264,Yahgan,-55.02,-68.98,NA,Southern South America
Sg2,mapu1245,Mapuche,-39,-68,Araucanian,Southern South America
Sg3,onaa1245,Ona,-54,-69,Chonan,Southern South America
Sg4,tehu1242,Tehuelche,-46,-70,Chonan,Southern South America
Sg5,qawa1238,Alacaluf,-52,-74,Kawesqar,Southern South America
Sh1,wich1264,Wichí,-24,-63,Matacoan,Southern South America
Sh2,tere1279,Terena,-21,-58,Arawakan,Southern South America
Ae20,ekon1238,Ekonda,-2,18,Atlantic-Congo,West-Central Tropical Africa
Sh3,abip1241,Abipón,-29,-61,Guaicuruan,Southern South America
Sh4,kadi1248,Kadiwéu,-22,-57,Guaicuruan,Brazil
Sh5,iyow1239,Choroti,-22,-62,Matacoan,Southern South America
Sh6,cham1315,Chamacoco,-20,-59,Zamucoan,Southern South America
Sh7,east2555,Guaraní,-20,-63,Tupian,Western South America
Sh8,toba1269,Toba,-25,-60,Guaicuruan,Southern South America
Sh9,leng1262,Lengua,-23,-59,Lengua-Mascoy,Southern South America
Si1,boro1282,Bororo,-16,-55,Bororoan,Brazil
Si10,kuik1246,Kuikuru,-13,-54,Cariban,Brazil
Si2,trum1247,Trumai,-12,-53,NA,Brazil
Ab13,tswa1253,Tswana,-24,27,Atlantic-Congo,Southern Africa
Ae21,yela1238,Kela,-3,23,Atlantic-Congo,West-Central Tropical Africa
Si3,baka1277,Bacairi,-14,-55,Cariban,Brazil
Si4,sout2994,Nambikwara,-12,-59,Nambiquaran,Brazil
Si5,kama1373,Kamayurá,-12,-54,Tupian,Brazil
Si6,guat1253,Guató,-19,-58,NA,Western South America
Si7,pare1272,Paresi,-15,-58,Arawakan,Brazil
Si8,umot1240,Umotina,-15,-57,Bororoan,Brazil
Si9,awet1244,Aweti,-12,-54,Tupian,Brazil
Sj1,kara1500,Carajá,-12,-50,Nuclear-Macro-Je,Brazil
Sj10,mbya1239,Cayua,-26,-54,Tupian,Southern South America
Sj11,xava1240,Shavante,-14,-52,Nuclear-Macro-Je,Brazil
Ae22,kusu1252,Kutsu,-4,22,Atlantic-Congo,West-Central Tropical Africa
Sj2,xere1240,Sherente,-9,-48,Nuclear-Macro-Je,Brazil
Sj3,xokl1240,Aweikoma,-28,-50,Nuclear-Macro-Je,Brazil
Sj4,cane1242,Canela,-7,-45,Nuclear-Macro-Je,Brazil
Sj5,kren1239,Aimoré,-18,-42,Nuclear-Macro-Je,Brazil
Sj6,temb1276,Tenetehara,-3,-46,Tupian,Brazil
Sj7,apin1244,Apinaye,-6,-49,Nuclear-Macro-Je,Brazil
Sj8,tupi1273,Tupinambá,-8,-35,Tupian,Brazil
Sj9,kaya1330,Kayapo,-8,-52,Nuclear-Macro-Je,Brazil
Ae23,ngan1302,Lalia,-1,23,Atlantic-Congo,West-Central Tropical Africa
Ae24,long1393,Mongo,1,22,Atlantic-Congo,West-Central Tropical Africa
Ae25,tete1250,Tetela,-4,25,Atlantic-Congo,West-Central Tropical Africa
Ae26,poke1238,Topoke,0,24,Atlantic-Congo,West-Central Tropical Africa
Ae27,kele1255,Lokele,1,25,Atlantic-Congo,West-Central Tropical Africa
Ae28,ling1263,Ngala,1,18,Atlantic-Congo,West-Central Tropical Africa
Ae29,luse1252,Poto,2,22,Atlantic-Congo,West-Central Tropical Africa
Ae3,fang1246,Fang,1,11,Atlantic-Congo,West-Central Tropical Africa
Ab14,lobe1242,Lovedu,-24,31,Atlantic-Congo,Southern Africa
Ae30,bila1255,Bira,1,29,Atlantic-Congo,West-Central Tropical Africa
Ae31,budu1250,Budu,2,28,Atlantic-Congo,West-Central Tropical Africa
Ae32,komo1260,Kumu,-1,27,Atlantic-Congo,West-Central Tropical Africa
Ae33,bali1274,Ndaka Babali,1,27,Atlantic-Congo,West-Central Tropical Africa
Ae34,bera1259,Plains Bira,1,30,Atlantic-Congo,West-Central Tropical Africa
Ae35,lomb1254,Rumbi,0,28,Central Sudanic,West-Central Tropical Africa
Ae36,mbes1238,Bombesa,1,23,Atlantic-Congo,West-Central Tropical Africa
Ae37,budz1238,Budja,3,23,Atlantic-Congo,West-Central Tropical Africa
Ae38,doko1244,Ndoko,2,21,Atlantic-Congo,West-Central Tropical Africa
Ae39,binj1250,Ngombe,2,20,Atlantic-Congo,West-Central Tropical Africa
Ab15,tswe1238,Pedi,-25,30,Atlantic-Congo,Southern Africa
Ae4,nkun1238,Nkundo,0,20,Atlantic-Congo,West-Central Tropical Africa
Ae40,njye1238,Dzem,3,14,Atlantic-Congo,West-Central Tropical Africa
Ae41,ndas1238,Kota,1,14,Atlantic-Congo,West-Central Tropical Africa
Ae42,kwas1243,Ngumba,3,11,Atlantic-Congo,West-Central Tropical Africa
Ae43,bomw1238,Sanga,2,16,Atlantic-Congo,West-Central Tropical Africa
Ae44,bube1242,Bubi,3.54,8.72,Atlantic-Congo,West-Central Tropical Africa
Ae45,orok1266,Kundu,10,9,Atlantic-Congo,West Tropical Africa
Ae46,myen1241,Mpongwe,-2,10,Atlantic-Congo,West-Central Tropical Africa
Ae47,bata1285,Puku,2,10,Atlantic-Congo,West-Central Tropical Africa
Ae48,bafi1243,Bafia,5,11,Atlantic-Congo,West-Central Tropical Africa
Ab16,leng1257,Lenge,-25,34,Atlantic-Congo,South Tropical Africa
Ae49,mung1266,Bali Nyonga,6,10,Atlantic-Congo,West-Central Tropical Africa
Ae5,fefe1239,Bamileke,5,10,Atlantic-Congo,West-Central Tropical Africa
Ae50,bamu1253,Bamum,6,11,Atlantic-Congo,West-Central Tropical Africa
Ae51,tune1261,Banen,5,11,Atlantic-Congo,West-Central Tropical Africa
Ae52,mmen1238,Fungom,7,10,Atlantic-Congo,West Tropical Africa
Ae53,bako1249,Koko,4,11,Atlantic-Congo,West-Central Tropical Africa
Ae54,komc1235,Kom,6,10,Atlantic-Congo,West-Central Tropical Africa
Ae55,band1349,Ndob,6,10,Atlantic-Congo,West-Central Tropical Africa
Ae56,lamn1239,Nsaw,6,11,Atlantic-Congo,West-Central Tropical Africa
Ae57,limb1268,Nsungli,6,11,Atlantic-Congo,West-Central Tropical Africa
Ab17,ndau1241,Ndau,-20,34,Atlantic-Congo,South Tropical Africa
Ae58,tige1238,Tikar,6,12,Atlantic-Congo,West-Central Tropical Africa
Ae59,meta1238,Widikum,6,10,Atlantic-Congo,West-Central Tropical Africa
Ae6,luba1250,Luba,-8,26,Atlantic-Congo,West-Central Tropical Africa
Ae7,bwaa1238,Baboa,3,25,Atlantic-Congo,West-Central Tropical Africa
Ae8,rund1242,Rundi,-3,30,Atlantic-Congo,West-Central Tropical Africa
Ae9,bafu1246,Fut,6,10,Atlantic-Congo,West-Central Tropical Africa
Af1,fonn1241,Fon,7,2,Atlantic-Congo,West Tropical Africa
Af10,nucl1417,Igbo,6,7,Atlantic-Congo,West Tropical Africa
Af11,toma1245,Toma,11,-9,Mande,West Tropical Africa
Af12,akye1239,Akyem,7,-1,Atlantic-Congo,West Tropical Africa
Ab18,shon1251,Shona,-19,31,Atlantic-Congo,South Tropical Africa
Af13,ebir1243,Ebira,8,7,Atlantic-Congo,West Tropical Africa
Af14,sher1258,Sherbro,7.52,-12.69,Atlantic-Congo,West Tropical Africa
Af15,libe1247,Kpelle,7,-9,Mande,West Tropical Africa
Af16,keny1279,Banyang,6,9,Atlantic-Congo,West Tropical Africa
Af17,boky1238,Boki,6,9,Atlantic-Congo,West Tropical Africa
Af18,ejag1239,Ekoi,6,8,Atlantic-Congo,West Tropical Africa
Af19,efik1245,Efik,5,8,Atlantic-Congo,West Tropical Africa
Af2,nort2765,Kissi,9,-10,Atlantic-Congo,West Tropical Africa
Af20,ibib1240,Ibibio,5,8,Atlantic-Congo,West Tropical Africa
Af21,kala1381,Ijaw,4.37,6.58,Ijoid,West Tropical Africa
Aa2,okie1245,Dorobo,0,36,Nilotic,East Tropical Africa
Ab19,ndon1254,Ambo,-17,16,Atlantic-Congo,South Tropical Africa
Af22,isek1239,Itsekiri,6,5,Atlantic-Congo,West Tropical Africa
Af23,afik1238,Afikpo,6,8,Atlantic-Congo,West Tropical Africa
Af24,bini1246,Edo,6,6,Atlantic-Congo,West Tropical Africa
Af25,isok1239,Isoko,5,6,Atlantic-Congo,West Tropical Africa
Af26,yekh1238,Kukuruku,7,6,Atlantic-Congo,West Tropical Africa
Af27,eloy1241,Eloyi,8,8,Atlantic-Congo,West Tropical Africa
Af28,gbar1246,Gbagyi,10,10,Atlantic-Congo,West Tropical Africa
Af29,idom1241,Idoma,7,8,Atlantic-Congo,West Tropical Africa
Af3,asan1239,Ashanti,7,-2,Atlantic-Congo,West Tropical Africa
Af30,igal1242,Igala,7,7,Atlantic-Congo,West Tropical Africa
Ab2,swat1243,Swazi,-27,32,Atlantic-Congo,Southern Africa
Af31,ashe1269,Koro,18,8,Atlantic-Congo,West Tropical Africa
Af32,egba1238,Egba,7,3,Atlantic-Congo,West Tropical Africa
Af33,ekit1244,Ekiti,8,5,Atlantic-Congo,West Tropical Africa
Af34,ifee1241,Ife,7,5,Atlantic-Congo,West Tropical Africa
Af35,adan1247,Adangme,6,0,Atlantic-Congo,West Tropical Africa
Af36,aguu1242,Ewe,7,1,Atlantic-Congo,West Tropical Africa
Af37,siwu1238,Buem,7.22,0.46,Atlantic-Congo,West Tropical Africa
Af38,abro1238,Abron,7.53,-2.15,Atlantic-Congo,West Tropical Africa
Af39,anyi1245,Anyi,7,-4,Atlantic-Congo,West Tropical Africa
Af4,loka1252,Yako,6,8,Atlantic-Congo,West Tropical Africa
Ab20,nkhu1238,Ngumbi,-15,15,Atlantic-Congo,South Tropical Africa
Af40,abur1243,Assini,5.27,-3.58,Atlantic-Congo,West Tropical Africa
Af41,atti1239,Attie,6,-4,Atlantic-Congo,West Tropical Africa
Af42,fant1241,Fante,6,-1,Atlantic-Congo,West Tropical Africa
Af43,gaaa1244,Ga,6,0,Atlantic-Congo,West Tropical Africa
Af44,alla1248,Alagya,5.22,-4.42,Atlantic-Congo,West Tropical Africa
Af45,avik1243,Avikam,5.15,-5.25,Atlantic-Congo,West Tropical Africa
Af46,bakw1243,Bakwe,5,-7,Atlantic-Congo,West Tropical Africa
Af47,west2488,Krahn,6,-8,Atlantic-Congo,West Tropical Africa
Af48,klao1243,Kru,5,-9,Atlantic-Congo,West Tropical Africa
Af49,sapo1251,Sapo,6,-9,Atlantic-Congo,West Tropical Africa
Ab21a,sama1300,Kisama,-10,14,Atlantic-Congo,South Tropical Africa
Af5,mend1266,Mende,8,-11,Mande,West Tropical Africa
Af50,gwee1242,Dan,8,8,Mande,West Tropical Africa
Af51,gagu1242,Gagu,7,-6,Mande,West Tropical Africa
Af52,guro1248,Guro,7,-6,Mande,West Tropical Africa
Af53,tour1242,Tura,8,-7,Mande,West Tropical Africa
Af54,band1352,Gbande,8,-10,Mande,West Tropical Africa
Af55,gola1255,Gola,7,-11,Atlantic-Congo,West Tropical Africa
Af56,dann1241,Ngere,7,-8,Mande,West Tropical Africa
Af57,timn1235,Temne,8.46,-12.64,Atlantic-Congo,West Tropical Africa
Af58,vaii1241,Vai,6.89,-11.2,Mande,West Tropical Africa
Ab21b,bomv1238,Bomvana,-32,28,Atlantic-Congo,Southern Africa
Af6,ilaa1245,Oyo Yoruba,8,4,Atlantic-Congo,West Tropical Africa
Af7,dalo1238,Bete,6,-7,Atlantic-Congo,West Tropical Africa
Af8,nupe1254,Nupe,9,6,Atlantic-Congo,West Tropical Africa
Af9,baou1238,Baule,8,-5,Atlantic-Congo,West Tropical Africa
Ag1,bamb1269,Bambara,13,-7,Mande,West Tropical Africa
Ag10,konk1269,Konkomba,10,0,Atlantic-Congo,West Tropical Africa
Ag11,lobi1245,Lobi,10,-4,Atlantic-Congo,West Tropical Africa
Ag12,nank1249,Nankanse,10,-1,Atlantic-Congo,West Tropical Africa
Ag13,kase1253,Kasena,11,-1,Atlantic-Congo,West Tropical Africa
Ag14,mbul1258,Baga,10,-14,Atlantic-Congo,West Tropical Africa
Ab22,copi1238,Chopi,-24.76,34.47,Atlantic-Congo,South Tropical Africa
Ag15,bala1301,Balanta,12,-16,Atlantic-Congo,West Tropical Africa
Ag16,bain1259,Banyun,12,-16,Atlantic-Congo,West Tropical Africa
Ag17,biaf1240,Biafada,12,-15,Atlantic-Congo,West Tropical Africa
Ag18,bidy1244,Bijogo,11.1,-16.15,Atlantic-Congo,West Tropical Africa
Ag19,ejam1238,Diola,12.88,-16.19,Atlantic-Congo,West Tropical Africa
Ag2,moss1236,Mossi (Yatenga),13,-2,Atlantic-Congo,West Tropical Africa
Ag20,pape1239,Papel,12,-16,Atlantic-Congo,West Tropical Africa
Ag21,bass1258,Bassari,12,-13,Atlantic-Congo,West Tropical Africa
Ag22,sere1260,Serer,14,-12,Atlantic-Congo,West Tropical Africa
Ag23,xaas1235,Kasonke,13,-11,Mande,West Tropical Africa
Ab3,lozi1239,Lozi,-15,23,Atlantic-Congo,South Tropical Africa
Ag24,kura1250,Koranko,9,-11,Mande,West Tropical Africa
Ag25,soni1259,Soninke,15,10,Mande,West Tropical Africa
Ag26,susu1250,Susu,15,-13,Mande,West Tropical Africa
Ag27,dyul1238,Diula,9,-4,Mande,West Tropical Africa
Ag28,jena1242,Nononke,14,-4,Mande,West Tropical Africa
Ag29,sout2844,Samo,13,-3,Mande,West Tropical Africa
Ag3,bank1259,Dogon,15,-3,Dogon,West Tropical Africa
Ag30,nort2819,Bobo,13,-4,Mande,West Tropical Africa
Ag31,mama1271,Minianka,12,-6,Atlantic-Congo,West Tropical Africa
Ag32,ceba1235,Senufo,10,-6,Atlantic-Congo,West Tropical Africa
Ab4,tson1249,Tsonga,-24,32,Atlantic-Congo,South Tropical Africa
Ag33,dyan1251,Dyan,11,-3,Atlantic-Congo,West Tropical Africa
Ag34,dogo1295,Dorosie,11,-4,Atlantic-Congo,West Tropical Africa
Ag35,boun1243,Kulango,7,-3,Atlantic-Congo,West Tropical Africa
Ag36,sout2790,Lowiili,11,-3,Atlantic-Congo,West Tropical Africa
Ag37,awun1244,Awuna,11,-2,Atlantic-Congo,West Tropical Africa
Ag38,buli1254,Builsa,11,-2,Atlantic-Congo,West Tropical Africa
Ag39,sout2789,Dagara,11,-3,Atlantic-Congo,West Tropical Africa
Ag4,taln1239,Tallensi,11,-1,Atlantic-Congo,West Tropical Africa
Ag40,tumu1242,Isala,10,-2,Atlantic-Congo,West Tropical Africa
Ag41,kusa1250,Kusasi,11,0,Atlantic-Congo,West Tropical Africa
Ab5,umbu1257,Mbundu,-12,16,Atlantic-Congo,South Tropical Africa
Ag42,sout2795,Nunuma,12,-3,Atlantic-Congo,West Tropical Africa
Ag43,vagl1239,Vagala,8,-2,Atlantic-Congo,West Tropical Africa
Ag44,dagb1246,Dagomba,9,0,Atlantic-Congo,West Tropical Africa
Ag45,gour1243,Gurma,12,2,Atlantic-Congo,West Tropical Africa
Ag46,mamp1244,Manprusi,10,-1,Atlantic-Congo,West Tropical Africa
Ag47,moss1236,Mossi (Ouagadougou),12,-2,Atlantic-Congo,West Tropical Africa
Ag48,ntch1242,Basari,9,1,Atlantic-Congo,West Tropical Africa
Ag49,kabi1261,Kabre,10,2,Atlantic-Congo,West Tropical Africa
Ag5,sout2790,Birifor,10,-3,Atlantic-Congo,West Tropical Africa
Ag50,moba1244,Moba,11,1,Atlantic-Congo,West Tropical Africa
Ab6,vend1245,Venda,-23,30,Atlantic-Congo,Southern Africa
Ag51,dita1238,Somba,11,1,Atlantic-Congo,West Tropical Africa
Ag52,temm1241,Tem,11,1,Atlantic-Congo,West Tropical Africa
Ag53,biss1248,Bisa,12,0,Mande,West Tropical Africa
Ag54,yalu1240,Yalunka,10,-12,Mande,West Tropical Africa
Ag6,pula1262,Futajalonke,11,-13,Atlantic-Congo,West Tropical Africa
Ag7,tiey1235,Bozo,14,-5,Mande,West Tropical Africa
Ag8,wame1240,Coniagui,13,-13,Atlantic-Congo,West Tropical Africa
Ag9,kita1249,Malinke,11,-9,Mande,West Tropical Africa
Ah1,kata1265,Katab,10,8,Atlantic-Congo,West Tropical Africa
Ah10,atsa1241,Chawai,10,9,Atlantic-Congo,West Tropical Africa
Aa3,nama1265,Nama,-26,18,Khoe-Kwadi,Southern Africa
Ab7,nyan1305,Nyaneka,-15,14,Atlantic-Congo,South Tropical Africa
Ah11,basa1282,Basa,8,8,Atlantic-Congo,West Tropical Africa
Ah12,basa1282,Basakomo,8,7,Atlantic-Congo,West Tropical Africa
Ah13,clel1238,Dakakari,12,5,Atlantic-Congo,West Tropical Africa
Ah14,cind1241,Kamuku,11,6,Atlantic-Congo,West Tropical Africa
Ah15,resh1242,Reshe,11,5,Atlantic-Congo,West Tropical Africa
Ah16,ngas1240,Angas,9,9,Afro-Asiatic,West Tropical Africa
Ah17,bero1242,Birom,10,9,Atlantic-Congo,West Tropical Africa
Ah18,bogh1241,Burmawa,10,10,Afro-Asiatic,West Tropical Africa
Ah19,kada1284,Adara,10,8,Atlantic-Congo,West Tropical Africa
Ah2,juku1254,Jukun,8,10,Atlantic-Congo,West Tropical Africa
Ab8,sout2807,Sotho,-29,28,Atlantic-Congo,Southern Africa
Ah20,kago1246,Kagoro,10,8,Atlantic-Congo,West Tropical Africa
Ah21,kura1249,Kurama,10,9,Atlantic-Congo,West Tropical Africa
Ah22,taro1263,Yergum,9,10,Atlantic-Congo,West Tropical Africa
Ah23,jibu1239,Jibu,8,11,Atlantic-Congo,West Tropical Africa
Ah24,etky1238,Kentu,7,10,Atlantic-Congo,West Tropical Africa
Ah25,tigo1236,Tigon,17,11,Atlantic-Congo,West Tropical Africa
Ah26,ndoo1241,Ndoro,7,11,Atlantic-Congo,West Tropical Africa
Ah27,bita1251,Zuande,7,11,Atlantic-Congo,West Tropical Africa
Ah28,samb1305,Chamba,8,11,Atlantic-Congo,West Tropical Africa
Ah29,samb1311,Daka,8,11,Atlantic-Congo,West Tropical Africa
Ab9,nort2795,Ndebele,-20,28,Atlantic-Congo,South Tropical Africa
Ah3,tivv1240,Tiv,7,9,Atlantic-Congo,West Tropical Africa
Ah30,long1389,Longuda,10,12,Atlantic-Congo,West Tropical Africa
Ah31,nucl1240,Mumuye,9,12,Atlantic-Congo,West Tropical Africa
Ah32,momj1237,Vere,9,13,Atlantic-Congo,West-Central Tropical Africa
Ah33,bena1260,Yungur,10,12,Atlantic-Congo,West Tropical Africa
Ah34,bata1314,Bata,10,13,Afro-Asiatic,West Tropical Africa
Ah35,bura1292,Bura,10,12,Afro-Asiatic,West Tropical Africa
Ah36,gude1246,Gude,10,13,Afro-Asiatic,West Tropical Africa
Ah37,hwan1240,Hwana,10,13,Afro-Asiatic,West Tropical Africa
Ah38,psik1239,Kapsiki,11,14,Afro-Asiatic,West-Central Tropical Africa
Ac1,ilaa1246,Ila,-16,27,Atlantic-Congo,South Tropical Africa
Ah39,park1239,Podokwo,11,14,Afro-Asiatic,West-Central Tropical Africa
Ah4,came1252,Mambila,7,12,Atlantic-Congo,West-Central Tropical Africa
Ah5,marg1265,Margi,11,13,Afro-Asiatic,West Tropical Africa
Ah6,gbir1241,Gure,10,8,Atlantic-Congo,West Tropical Africa
Ah7,mafa1239,Mafa,11,14,Afro-Asiatic,West-Central Tropical Africa
Ah8,vute1244,Bafute,6,12,Atlantic-Congo,West-Central Tropical Africa
Ah9,igut1238,Anaguta,10,9,Atlantic-Congo,West Tropical Africa
Ai1,west2458,Banda,7,22,Atlantic-Congo,West-Central Tropical Africa
Ai10,otor1240,Otoro,12,31,Heibanic,Northeast Tropical Africa
Ai11,nucl1420,Mangbetu,3,28,Central Sudanic,West-Central Tropical Africa
Ac10,chew1246,Chewa,-14,33,Atlantic-Congo,South Tropical Africa
Ai12,sout2782,Fali,10,14,Atlantic-Congo,West-Central Tropical Africa
Ai13,laka1254,Laka,8,16,Central Sudanic,Northeast Tropical Africa
Ai14,mbum1254,Mbum,7,14,Atlantic-Congo,West-Central Tropical Africa
Ai15,mund1325,Mundang,10,14,Atlantic-Congo,West-Central Tropical Africa
Ai16,doya1240,Namshi,9,13,Atlantic-Congo,West-Central Tropical Africa
Ai17,sout3051,Gisiga,10,14,Afro-Asiatic,West-Central Tropical Africa
Ai18,lagw1237,Kotoko,12,15,Afro-Asiatic,West-Central Tropical Africa
Ai19,musg1254,Musgu,11,15,Afro-Asiatic,West-Central Tropical Africa
Ai2,kooo1244,Nyaro,11,31,Heibanic,Northeast Tropical Africa
Ai20,tupu1244,Tupuri,10,15,Atlantic-Congo,West-Central Tropical Africa
Ac11,luva1239,Luvale,-12,22,Atlantic-Congo,South Tropical Africa
Ai21,bagi1246,Bagirmi,11,17,Central Sudanic,Northeast Tropical Africa
Ai22,sarr1246,Sara,9,18,Central Sudanic,Northeast Tropical Africa
Ai23,ngba1284,Bwaka,3,19,Atlantic-Congo,West-Central Tropical Africa
Ai24,manz1243,Mandja,6,18,Atlantic-Congo,West-Central Tropical Africa
Ai25,mban1263,Mbandja,4,21,Atlantic-Congo,West-Central Tropical Africa
Ai26,nort2774,Ngbandi,4,22,Atlantic-Congo,West-Central Tropical Africa
Ai27,bara1361,Abarambo,4,27,Atlantic-Congo,West-Central Tropical Africa
Ai28,popo1291,Popoi,2,26,Central Sudanic,West-Central Tropical Africa
Ai29,lend1245,Lendu,2,30,Central Sudanic,West-Central Tropical Africa
Ai3,zand1248,Azande,5,27,Atlantic-Congo,West-Central Tropical Africa
Ac12,chok1245,Chokwe,-10,21,Atlantic-Congo,South Tropical Africa
Ai30,lese1243,Lese,2,29,Central Sudanic,West-Central Tropical Africa
Ai31,logo1259,Logo,3,30,Central Sudanic,West-Central Tropical Africa
Ai32,lugb1240,Lugbara,3,32,Central Sudanic,East Tropical Africa
Ai33,madi1260,Madi,4,32,Central Sudanic,Northeast Tropical Africa
Ai34,moru1253,Moru,5,30,Central Sudanic,Northeast Tropical Africa
Ai35,bong1285,Bongo,7,29,Central Sudanic,Northeast Tropical Africa
Ai36,luwo1239,Jur,8,28,Nilotic,Northeast Tropical Africa
Ai37,koal1240,Koalib,12,31,Heibanic,Northeast Tropical Africa
Ai38,kron1241,Korongo,10,30,Kadugli-Krongo,Northeast Tropical Africa
Ai39,ngil1242,Mesakin,11,30,Narrow Talodi,Northeast Tropical Africa
Ac13,tong1321,Tonga,-12,34,Atlantic-Congo,South Tropical Africa
Ai4,gaam1241,Ingassana,11,34,Eastern Jebel,Northeast Tropical Africa
Ai40,moro1285,Moro,11,30,Heibanic,Northeast Tropical Africa
Ai41,tira1254,Tira,11,30,Heibanic,Northeast Tropical Africa
Ai42,tuli1249,Tullishi,12,29,Kadugli-Krongo,Northeast Tropical Africa
Ai43,amas1236,Nyimang,12,29,Nyimang,Northeast Tropical Africa
Ai44,anua1242,Anuak,8,34,Nilotic,Northeast Tropical Africa
Ai45,maba1273,Meban,10,34,Nilotic,Northeast Tropical Africa
Ai46,komo1258,Koma,9,35,Koman,Northeast Tropical Africa
Ai47,hozo1236,Mao,9,35,Blue Nile Mao,Northeast Tropical Africa
Ai5,mamv1243,Mamvu,3,29,Central Sudanic,West-Central Tropical Africa
Ac14,sans1272,Bakongo,-7,15,Atlantic-Congo,South Tropical Africa
Ai6,shil1265,Shilluk,10,32,Nilotic,Northeast Tropical Africa
Ai7,nort2775,Gbaya,6,16,Atlantic-Congo,West-Central Tropical Africa
Ai8,dill1242,Dilling,12,30,Nubian,Northeast Tropical Africa
Ai9,masa1322,Masa,10,16,Afro-Asiatic,Northeast Tropical Africa
Aj1,teso1249,Teso,2,34,Nilotic,East Tropical Africa
Aj10,dhop1238,Acholi,3,32,Nilotic,East Tropical Africa
Aj11,sout2832,Dinka,9,29,Nilotic,Northeast Tropical Africa
Aj12,otuh1238,Lotuko,4,33,Nilotic,Northeast Tropical Africa
Aj13,poju1239,Pojulu,4,31,Nilotic,Northeast Tropical Africa
Aj14,kakw1240,Kakwa,4,31,Nilotic,Northeast Tropical Africa
Ac15,mbal1257,Mbala,-5,18,Atlantic-Congo,West-Central Tropical Africa
Aj15,kuku1285,Kuku,4,32,Nilotic,Northeast Tropical Africa
Aj16,mand1425,Mondari,6,31,Nilotic,Northeast Tropical Africa
Aj17,alur1250,Alur,2,31,Nilotic,West-Central Tropical Africa
Aj18,meen1242,Bodi,5,35,Surmic,Northeast Tropical Africa
Aj19,didi1258,Didinga,4,34,Surmic,East Tropical Africa
Aj2,masa1300,Maasi,-2,36,Nilotic,East Tropical Africa
