family,glottocode
Unclassifiable,muel1234
Sino-Tibetan,muer1238
Nuclear Torricelli,mufi1238
Nuclear Torricelli,mufi1239
Nilotic,mufw1238
Sino-Tibetan,muga1241
Atlantic-Congo,muga1242
Indo-European,mugh1242
Nilotic,mugh1243
Nuclear Trans New Guinea,mugi1234
Nakh-Daghestanian,mugi1235
Sino-Tibetan,mugo1238
Surmic,mugu1242
Koiarian,mugu1243
Afro-Asiatic,muhu1241
Afro-Asiatic,muhu1242
Boran,muin1242
Nakh-Daghestanian,muir1238
Sino-Tibetan,muji1235
Bookkeeping,muji1236
Austronesian,muka1237
Dravidian,mukh1238
Sino-Tibetan,mukl1234
Bookkeeping,muko1237
Indo-European,mukr1239
Atlantic-Congo,muku1240
Afro-Asiatic,muku1242
Tai-Kadai,mula1252
Tai-Kadai,mula1253
Kwalean,mula1254
Austronesian,mula1255
Atlantic-Congo,mule1238
Sino-Tibetan,mulg1243
Northern Daly,mull1237
Dravidian,mull1244
Austronesian,mull1247
Atlantic-Congo,mulo1238
Sino-Tibetan,muls1238
Indo-European,mult1243
Sino-Tibetan,mulu1242
Pama-Nyungan,mulu1243
Afro-Asiatic,muly1238
Austronesian,mume1239
Nuclear Trans New Guinea,mumm1238
Atlantic-Congo,mumo1239
Atlantic-Congo,mumu1249
Atlantic-Congo,mumu1250
Indo-European,mumv1239
Bookkeeping,muna1238
Austronesian,muna1246
Austronesian,muna1247
Sino-Tibetan,munc1235
Austroasiatic,mund1320
Bookkeeping,mund1321
Austroasiatic,mund1322
Austroasiatic,mund1323
Atlantic-Congo,mund1324
Atlantic-Congo,mund1325
Atlantic-Congo,mund1326
Atlantic-Congo,mund1327
Atlantic-Congo,mund1328
Tupian,mund1329
Tupian,mund1330
Afro-Asiatic,mund1334
Austroasiatic,mund1335
Austroasiatic,mund1336
Afro-Asiatic,mund1337
Atlantic-Congo,mund1338
Bookkeeping,mund1339
Sino-Tibetan,mung1263
Sino-Tibetan,mung1264
Atlantic-Congo,mung1265
Atlantic-Congo,mung1266
Atlantic-Congo,mung1267
Central Sudanic,mung1268
Austronesian,mung1269
Austronesian,mung1270
Austronesian,mung1271
Nuclear Trans New Guinea,mung1272
Atlantic-Congo,mung1273
Nakh-Daghestanian,muni1255
Austronesian,muni1256
Nuclear Trans New Guinea,muni1257
NA,muni1258
Austronesian,muni1259
Indo-European,munj1244
Ndu,munj1245
Afro-Asiatic,munj1246
Afro-Asiatic,munj1247
Irántxe-Münkü,munk1243
Indo-European,muns1250
Algic,muns1251
Indo-European,muns1252
Indo-European,munt1238
Worrorran,munu1238
Pama-Nyungan,muny1238
Afro-Asiatic,muny1242
Austroasiatic,muon1245
Austroasiatic,muon1246
Afro-Asiatic,mupu1234
Gunwinyguan,mura1269
Tamaic,mura1270
Nuclear Trans New Guinea,mura1271
Cariban,mura1272
Pirahã,mura1273
Afro-Asiatic,mura1277
Indo-European,murc1238
NA,mure1235
Nakh-Daghestanian,mure1236
Indo-European,muri1258
Austronesian,muri1259
Lower Sepik-Ramu,muri1260
Austronesian,muri1261
Dravidian,muri1262
Lepki-Murkim,murk1238
Surmic,murl1244
Japonic,muro1241
Austronesian,murp1234
Pama-Nyungan,murr1257
Southern Daly,murr1258
Southern Daly,murr1259
Southern Daly,murr1260
Southern Daly,murr1261
Maban,murr1262
Surmic,murs1242
Pama-Nyungan,muru1265
Pama-Nyungan,muru1266
Atlantic-Congo,muru1267
Central Sudanic,muru1268
Austronesian,muru1269
Austronesian,muru1272
Nuclear Trans New Guinea,muru1273
Huitotoan,muru1274
Austronesian,muru1275
Indo-European,musa1261
Indo-European,musa1262
Indo-European,musa1263
Mande,musa1264
Nuclear Trans New Guinea,musa1265
Nuclear Trans New Guinea,musa1266
Austronesian,muse1238
Afro-Asiatic,muse1242
Afro-Asiatic,musg1253
Afro-Asiatic,musg1254
Afro-Asiatic,musg1256
Atlantic-Congo,mush1238
Afro-Asiatic,mush1239
Indo-European,mush1240
Austronesian,musi1241
Austronesian,musi1242
NA,musk1252
Afro-Asiatic,musk1256
Indo-European,musl1236
Austronesian,muso1238
Salishan,musq1240
Indo-European,muss1244
Indo-European,muss1245
Austronesian,muss1246
Austronesian,muss1248
Afro-Asiatic,musu1240
Atlantic-Congo,musu1241
Dravidian,muth1236
Atlantic-Congo,muth1242
Dravidian,muth1243
Afro-Asiatic,muti1238
Miwok-Costanoan,muts1243
Austronesian,mutu1242
Afro-Asiatic,mutu1250
Afro-Asiatic,mutu1251
Sino-Tibetan,mutw1238
Sino-Tibetan,muya1239
Afro-Asiatic,muya1243
Austronesian,muyu1244
Sino-Tibetan,muzi1235
Unclassifiable,muzo1235
Afro-Asiatic,muzu1238
Atlantic-Congo,mvae1238
Atlantic-Congo,mvan1238
Atlantic-Congo,mvan1239
Atlantic-Congo,mvet1238
Atlantic-Congo,mvit1238
Atlantic-Congo,mvog1240
Atlantic-Congo,mvog1242
Atlantic-Congo,mvon1238
Central Sudanic,mvub1239
Atlantic-Congo,mvum1238
Atlantic-Congo,mvum1239
Afro-Asiatic,mwag1236
Atlantic-Congo,mwal1237
Austronesian,mwal1238
Atlantic-Congo,mwam1244
Atlantic-Congo,mwam1245
Atlantic-Congo,mwam1246
Atlantic-Congo,mwan1247
Atlantic-Congo,mwan1248
Atlantic-Congo,mwan1249
Mande,mwan1250
Austronesian,mwat1237
Atlantic-Congo,mwen1238
Atlantic-Congo,mwer1247
Atlantic-Congo,mwer1248
Atlantic-Congo,mwer1249
Austronesian,mwer1250
Atlantic-Congo,mwes1234
Atlantic-Congo,mwik1238
Atlantic-Congo,mwik1240
Atlantic-Congo,mwil1238
Atlantic-Congo,mwim1241
Atlantic-Congo,mwim1242
Atlantic-Congo,mwin1241
Indo-European,myce1241
Atlantic-Congo,myen1241
Sino-Tibetan,myim1242
Austroasiatic,myns1238
Indo-European,mysi1239
Sino-Tibetan,mzie1235
Sino-Tibetan,naaa1244
Sino-Tibetan,naaa1245
Central Sudanic,naaa1246
Sino-Tibetan,naab1241
Atlantic-Congo,naab1242
Atlantic-Congo,naan1239
South Bougainville,naas1242
Atlantic-Congo,naba1252
Central Sudanic,naba1253
Austronesian,naba1254
Austronesian,naba1255
Nuclear Trans New Guinea,naba1256
Nuclear Trans New Guinea,naba1257
Central Sudanic,naba1258
Austronesian,nabi1238
Nuclear Torricelli,nabi1239
Atlantic-Congo,nabi1240
Indo-European,nabl1238
Sino-Tibetan,nach1240
NA,nada1235
Nadahup,nade1244
Dogon,nadj1238
Uralic,nady1234
Turkic,nafa1255
Atlantic-Congo,nafa1256
Atlantic-Congo,nafa1257
Atlantic-Congo,nafa1258
Mande,nafa1259
Austronesian,nafi1237
Sentanic,nafr1241
Afro-Asiatic,nafu1238
Indo-European,naga1394
Dravidian,naga1395
Sino-Tibetan,naga1397
Burushaski,naga1398
Unattested,naga1399
Atlantic-Congo,naga1400
Austronesian,naga1402
Nuclear Trans New Guinea,naga1403
Nuclear Trans New Guinea,naga1404
Japonic,naga1405
Japonic,naga1406
Japonic,naga1407
Japonic,naga1408
Sino-Tibetan,naga1409
Mande,nagb1238
Afro-Asiatic,nagd1238
Austronesian,nage1237
Austronesian,nage1238
Indo-European,nage1239
Afro-Asiatic,nagh1238
Nuclear Torricelli,nagi1238
Japonic,nago1242
Japonic,nago1243
Indo-European,nagp1247
Indo-European,nagp1248
Indo-European,nagp1249
Dravidian,nagp1250
Otomanguean,nagr1240
Atlantic-Congo,nagu1244
Indo-European,naha1259
Indo-European,naha1260
Indo-European,naha1261
Indo-European,naha1262
Atlantic-Congo,naha1263
Japonic,naha1264
Austronesian,nahe1237
Austronesian,nahi1237
Cariban,nahu1343
Gunwinyguan,naia1238
Sino-Tibetan,naic1235
Kwomtari-Nai,naii1241
Senagi,naii1242
Indo-European,naik1249
Dravidian,naik1250
Sino-Tibetan,naik1251
Indo-European,nail1234
Atlantic-Congo,nain1239
Indo-European,nair1238
Sino-Tibetan,nais1236
Pama-Nyungan,naja1241
Mayan,naja1242
Afro-Asiatic,najd1235
Indo-European,naji1238
Afro-Asiatic,najr1234
Tai-Kadai,naka1259
Maningrida,naka1260
Kresh-Aja,naka1261
Austronesian,naka1262
Austronesian,naka1263
Nuclear Trans New Guinea,naka1264
Nuclear Trans New Guinea,naka1265
Austronesian,naka1266
Sino-Tibetan,nakc1234
Nuclear Trans New Guinea,nake1240
Turkic,nakh1244
NA,nakh1245
Nakh-Daghestanian,nakh1246
Atlantic-Congo,naki1238
Atlantic-Congo,naki1239
Atlantic-Congo,naki1240
Siouan,nako1239
Left May,nakw1240
Nuclear Trans New Guinea,nalc1240
Austronesian,nale1237
Afro-Asiatic,nalg1238
Sino-Tibetan,nali1243
Austronesian,nali1244
Austronesian,nali1245
Austronesian,nalo1235
Sino-Tibetan,nalu1239
Atlantic-Congo,nalu1240
Atlantic-Congo,nalu1241
Atlantic-Congo,nama1263
Khoe-Kwadi,nama1264
Khoe-Kwadi,nama1265
Morehead-Wasur,nama1266
Morehead-Wasur,nama1267
Austronesian,nama1268
Austronesian,nama1269
Morehead-Wasur,nama1270
Dravidian,namb1289
Sino-Tibetan,namb1290
Atlantic-Congo,namb1291
Morehead-Wasur,namb1292
Morehead-Wasur,namb1293
Anim,namb1294
Japonic,namb1295
Kiowa-Tanoan,namb1296
NA,namb1299
Nambiquaran,namb1300
Unattested,namb1301
Unclassifiable,name1237
Sign Language,nami1249
Khoe-Kwadi,nami1255
Sepik,nami1256
Koiarian,nami1257
Koiarian,nami1258
Sino-Tibetan,naml1238
NA,naml1239
Namla-Tofanma,naml1240
Sino-Tibetan,namm1235
Morehead-Wasur,namn1239
Fasu,namo1245
Morehead-Wasur,namo1246
Austronesian,namo1247
Austronesian,namo1248
Morehead-Wasur,namo1249
Atlantic-Congo,namp1238
Sino-Tibetan,namp1239
Sino-Tibetan,namr1238
Sino-Tibetan,namu1246
Tungusic,namu1247
Austronesian,namu1248
Tungusic,nana1257
Austronesian,nana1258
Austronesian,nana1259
Salishan,nana1260
Sign Language,nana1261
Austroasiatic,nanc1247
Afro-Asiatic,nanc1253
Sino-Tibetan,nanc1254
Bookkeeping,nand1263
Atlantic-Congo,nand1264
Nilotic,nand1266
Atlantic-Congo,nane1238
Nuclear Trans New Guinea,nane1239
Indo-European,nang1256
Indo-European,nang1257
Pama-Nyungan,nang1258
Southern Daly,nang1259
Dogon,nang1261
Austronesian,nang1262
Dogon,nang1263
Sino-Tibetan,nanh1240
Sino-Tibetan,nanj1234
Atlantic-Congo,nank1248
Atlantic-Congo,nank1249
Nuclear Trans New Guinea,nank1250
Sino-Tibetan,nanl1234
Tai-Kadai,nann1238
Sino-Tibetan,nann1239
Sino-Tibetan,nann1240
Yanomamic,nano1240
Japonic,nans1238
Algic,nant1248
Algic,nant1249
Arawakan,nant1250
Atlantic-Congo,nanu1239
Arafundi,nanu1240
Austronesian,nanw1237
Hmong-Mien,naog1238
Unclassifiable,naol1234
Mande,naoo1238
Austronesian,napa1243
Chapacuran,nape1237
Indo-European,napo1241
Quechuan,napo1242
Austronesian,napu1240
Austronesian,napu1241
Sino-Tibetan,naqi1236
Atlantic-Congo,nara1261
NA,nara1262
Austronesian,nara1263
Nuclear Trans New Guinea,nara1264
Bookkeeping,nara1265
Surmic,nari1240
Pama-Nyungan,nari1241
Khoe-Kwadi,naro1248
Khoe-Kwadi,naro1249
Austronesian,naro1250
Austronesian,naro1251
Sino-Tibetan,narp1239
Sino-Tibetan,narr1258
Pama-Nyungan,narr1259
Central Sudanic,narr1278
NA,narr1279
Algic,narr1280
Atlantic-Congo,narr1281
Atlantic-Congo,narr1282
Indo-European,narr1283
Pama-Nyungan,naru1238
Uralic,nary1239
Austronesian,nasa1239
Austronesian,nasa1240
Austronesian,nasa1241
Austronesian,nasi1246
South Bougainville,nasi1247
Algic,nask1242
Dravidian,nasr1237
Indo-European,nass1234
Sino-Tibetan,nasu1236
Sino-Tibetan,nasu1237
Austronesian,nasv1234
Austronesian,nasv1235
Bookkeeping,nata1238
Indo-European,nata1252
Indo-European,nata1253
Austronesian,nata1254
Atlantic-Congo,natc1248
NA,natc1249
Atlantic-Congo,nate1242
Atlantic-Congo,nath1238
Atlantic-Congo,nati1243
Austronesian,nati1244
Atlantic-Congo,nato1234
Abkhaz-Adyge,natu1243
Austronesian,natu1246
Austronesian,natu1247
Unclassifiable,natu1248
Bookkeeping,natu1249
Austronesian,natu1250
Austronesian,naue1237
Eskimo-Aleut,nauk1242
Austronesian,naum1237
Austronesian,naun1237
Pama-Nyungan,nauo1235
Austronesian,naur1243
Austronesian,naur1244
Indo-European,naut1238
Indo-European,nava1242
Athabaskan-Eyak-Tlingit,nava1243
Austronesian,navu1237
Austronesian,navw1234
Pano-Tacanan,nawa1239
Indo-European,nawa1256
Indo-European,nawa1257
Yareban,nawa1258
Algic,nawa1259
Atlantic-Congo,nawd1238
Pama-Nyungan,nawu1241
Atlantic-Congo,nawu1242
Austronesian,nawy1237
Sino-Tibetan,naxi1245
Bookkeeping,naxi1246
Tai-Kadai,naxi1247
Dravidian,naya1237
Indo-European,nayi1242
Dizoid,nayi1243
Japonic,naze1238
Atlantic-Congo,ncan1244
Atlantic-Congo,ncan1245
Atlantic-Congo,ncan1246
Atlantic-Congo,ncha1238
Atlantic-Congo,nchu1238
Atlantic-Congo,nchu1239
Mande,ndaa1238
Atlantic-Congo,ndai1238
Atlantic-Congo,ndak1241
Atlantic-Congo,ndak1242
Atlantic-Congo,ndak1244
Atlantic-Congo,ndal1241
Atlantic-Congo,ndal1242
Atlantic-Congo,ndam1239
Afro-Asiatic,ndam1251
Afro-Asiatic,ndam1252
Afro-Asiatic,ndam1253
Atlantic-Congo,ndam1254
Atlantic-Congo,ndan1241
Heibanic,ndan1242
Atlantic-Congo,ndas1238
Atlantic-Congo,ndas1239
Atlantic-Congo,ndas1240
Atlantic-Congo,ndau1241
Atlantic-Congo,ndee1241
Atlantic-Congo,ndee1242
Afro-Asiatic,ndee1246
Atlantic-Congo,ndee1247
Atlantic-Congo,ndeg1238
Nuclear Trans New Guinea,ndei1235
Atlantic-Congo,ndel1238
Atlantic-Congo,ndem1247
Atlantic-Congo,ndem1248
Atlantic-Congo,ndem1249
Atlantic-Congo,nden1248
Atlantic-Congo,nden1249
Atlantic-Congo,nden1250
Atlantic-Congo,nden1251
Atlantic-Congo,nder1244
Atlantic-Congo,nder1245
Heibanic,nder1246
Central Sudanic,ndes1238
Austronesian,ndhu1237
Atlantic-Congo,ndia1238
Atlantic-Congo,ndii1240
Austronesian,ndii1241
Atlantic-Congo,ndin1244
Narrow Talodi,ndin1245
Narrow Talodi,ndin1246
Atlantic-Congo,ndit1238
Atlantic-Congo,ndja1234
Atlantic-Congo,ndja1235
Atlantic-Congo,ndla1238
Atlantic-Congo,ndob1238
Atlantic-Congo,ndoe1238
Atlantic-Congo,ndog1247
Atlantic-Congo,ndog1248
Atlantic-Congo,ndog1249
Atlantic-Congo,ndok1253
Atlantic-Congo,ndok1254
Atlantic-Congo,ndok1255
Atlantic-Congo,ndok1256
Atlantic-Congo,ndok1257
Atlantic-Congo,ndok1258
Atlantic-Congo,ndol1238
Atlantic-Congo,ndom1244
Kolopom,ndom1245
Atlantic-Congo,ndon1251
Bookkeeping,ndon1252
Atlantic-Congo,ndon1253
Atlantic-Congo,ndon1254
Atlantic-Congo,ndon1255
Atlantic-Congo,ndoo1241
Central Sudanic,ndoo1242
Lower Sepik-Ramu,ndra1238
Pama-Nyungan,ndra1239
Sino-Tibetan,ndre1238
Afro-Asiatic,ndre1239
Central Sudanic,ndru1234
Central Sudanic,ndug1243
Nuclear Trans New Guinea,ndug1245
Austronesian,ndui1237
Central Sudanic,nduk1240
Atlantic-Congo,ndum1239
Atlantic-Congo,ndum1240
Atlantic-Congo,ndun1247
Atlantic-Congo,ndun1248
Atlantic-Congo,ndun1249
Atlantic-Congo,ndun1250
Atlantic-Congo,ndun1251
Atlantic-Congo,ndur1238
Atlantic-Congo,ndut1239
NA,nduu1242
Atlantic-Congo,nduv1238
Atlantic-Congo,ndxh1238
Atlantic-Congo,ndya1238
Pidgin,ndyu1241
Indo-European,ndyu1242
Atlantic-Congo,ndze1234
Sino-Tibetan,ndzo1234
Atlantic-Congo,ndzw1235
Austronesian,neaa1234
Atlantic-Congo,neao1241
Geelvink Bay,neao1242
Indo-European,neap1235
Tucanoan,neba1238
Siouan,nebr1238
Indo-European,neda1234
Atlantic-Congo,nede1244
Timor-Alor-Pantar,nede1245
Indo-European,nedr1234
Atlantic-Congo,neee1239
Indo-European,neel1238
Pidgin,nefa1235
Austronesian,nege1240
Austronesian,nege1241
Indo-European,nege1244
Tungusic,negi1245
South Bird's Head Family,negr1235
Austronesian,negr1236
Arawakan,negr1239
Atlantic-Congo,negu1238
Austronesian,neha1246
Austronesian,neha1247
Nadahup,nehu1238
Indo-European,neid1234
Atlantic-Congo,neju1238
Atlantic-Congo,neke1238
Nuclear Trans New Guinea,nekg1240
Nuclear Trans New Guinea,nekk1240
Nuclear Trans New Guinea,nekn1234
Nuclear Trans New Guinea,neko1240
Austronesian,neku1237
Dravidian,nell1237
Ijoid,nemb1238
Austronesian,nemb1239
Morehead-Wasur,neme1244
Austronesian,nemi1240
Nuclear Trans New Guinea,nend1239
Uralic,nene1249
Austronesian,nene1250
Uralic,nene1251
Austronesian,neng1238
Morehead-Wasur,nenn1238
Austronesian,nenu1237
Atlantic-Congo,neny1238
Artificial Language,neoa1234
Austronesian,neoo1234
Afro-Asiatic,neop1239
Sign Language,nepa1250
Dravidian,nepa1253
Indo-European,nepa1254
Austronesian,nepa1255
Austronesian,nera1237
Turkic,nere1239
Afro-Asiatic,nerw1238
Austronesian,nese1235
Sino-Tibetan,nesu1234
Sino-Tibetan,nesu1235
North-Eastern Tasmanian,neta1235
Nuclear Trans New Guinea,nete1240
Dravidian,neth1239
Eskimo-Aleut,nets1241
Indo-European,neuc1242
Indo-European,neuc1243
Unclassifiable,neut1237
Uralic,neva1234
Sino-Tibetan,newa1245
Sino-Tibetan,newa1246
Sino-Tibetan,newa1247
Mande,newb1246
Austronesian,newc1243
Austronesian,newc1244
Pidgin,newc1245
Austronesian,newg1239
Austronesian,newi1242
Shastan,newr1237
Pidgin,news1234
Pama-Nyungan,news1235
Indo-European,news1236
Indo-European,newy1234
Sign Language,newz1236
Indo-European,newz1240
Atlantic-Congo,neyo1238
Mande,neyy1238
Sahaptian,nezp1238
Pama-Nyungan,ngaa1240
Surmic,ngaa1241
Chibchan,ngab1239
Pama-Nyungan,ngad1257
Pama-Nyungan,ngad1258
Pama-Nyungan,ngad1259
Pama-Nyungan,ngad1260
Austronesian,ngad1261
Austronesian,ngad1265
Austronesian,ngad1266
Austronesian,ngad1267
Nuclear Trans New Guinea,ngai1241
Austronesian,ngaj1237
Sino-Tibetan,ngal1290
Sino-Tibetan,ngal1291
Gunwinyguan,ngal1292
Gunwinyguan,ngal1293
Mirndi,ngal1294
Atlantic-Congo,ngal1295
Atlantic-Congo,ngal1296
Atlantic-Congo,ngal1297
Nuclear Trans New Guinea,ngal1298
Nuclear Trans New Guinea,ngal1299
Ndu,ngal1300
Afro-Asiatic,ngal1301
Pama-Nyungan,ngam1265
Atlantic-Congo,ngam1266
Atlantic-Congo,ngam1267
Central Sudanic,ngam1268
Central Sudanic,ngam1269
Central Sudanic,ngam1270
Central Sudanic,ngam1271
Central Sudanic,ngam1272
Afro-Asiatic,ngam1281
Afro-Asiatic,ngam1282
Afro-Asiatic,ngam1283
Pama-Nyungan,ngam1284
Uralic,ngan1291
Sino-Tibetan,ngan1293
Gunwinyguan,ngan1295
Pama-Nyungan,ngan1296
Southern Daly,ngan1297
Southern Daly,ngan1298
Atlantic-Congo,ngan1299
Atlantic-Congo,ngan1300
Atlantic-Congo,ngan1302
Atlantic-Congo,ngan1304
Kuliak,ngan1305
Atlantic-Congo,ngan1306
Atlantic-Congo,ngan1308
Pama-Nyungan,ngan1309
Atlantic-Congo,ngao1243
Atlantic-Congo,ngao1244
Austronesian,ngao1245
Atlantic-Congo,ngap1238
Pama-Nyungan,ngar1235
Mirndi,ngar1283
Worrorran,ngar1284
Worrorran,ngar1285
Bookkeeping,ngar1286
Pama-Nyungan,ngar1287
Pama-Nyungan,ngar1288
Pama-Nyungan,ngar1289
Pama-Nyungan,ngar1290
Pama-Nyungan,ngar1291
Atlantic-Congo,ngar1292
Pama-Nyungan,ngar1293
Pidgin,ngar1294
Pama-Nyungan,ngar1296
Pama-Nyungan,ngar1297
Pama-Nyungan,ngar1298
Nilotic,ngas1238
Afro-Asiatic,ngas1240
Afro-Asiatic,ngas1241
Sino-Tibetan,ngat1245
Pama-Nyungan,ngat1246
Speech Register,ngat1248
Austronesian,ngav1237
Sino-Tibetan,ngaw1239
Pama-Nyungan,ngaw1240
Pama-Nyungan,ngay1241
Pama-Nyungan,ngay1242
Atlantic-Congo,ngaz1238
Saharan,ngaz1239
Atlantic-Congo,ngba1279
Atlantic-Congo,ngba1280
Atlantic-Congo,ngba1284
Atlantic-Congo,ngba1285
Atlantic-Congo,ngba1286
Atlantic-Congo,ngba1287
Atlantic-Congo,ngba1288
Atlantic-Congo,ngba1289
Atlantic-Congo,ngba1290
Atlantic-Congo,ngba1291
Atlantic-Congo,ngba1292
Atlantic-Congo,ngbe1238
Atlantic-Congo,ngbe1239
Atlantic-Congo,ngbi1238
Atlantic-Congo,ngbi1239
Atlantic-Congo,ngbu1241
Atlantic-Congo,ngbu1242
Atlantic-Congo,ngee1239
Atlantic-Congo,ngel1238
Sino-Tibetan,ngem1252
Atlantic-Congo,ngem1253
Atlantic-Congo,ngem1254
Atlantic-Congo,ngem1255
Heibanic,ngem1256
Sino-Tibetan,ngen1250
Southern Daly,ngen1251
Atlantic-Congo,ngen1252
Atlantic-Congo,ngen1253
Austronesian,ngen1254
Atlantic-Congo,ngen1255
Mande,ngen1256
Atlantic-Congo,ngen1257
Austroasiatic,ngeq1245
Austronesian,nger1240
Austronesian,nger1241
Austronesian,nget1237
Afro-Asiatic,nget1241
Austronesian,ngga1239
Austronesian,ngge1240
Nuclear Trans New Guinea,ngge1241
Afro-Asiatic,nggw1242
Afro-Asiatic,nggw1243
Atlantic-Congo,ngie1241
Atlantic-Congo,ngie1242
Atlantic-Congo,ngie1243
Narrow Talodi,ngil1241
Narrow Talodi,ngil1242
Atlantic-Congo,ngin1244
Heibanic,ngin1245
Austronesian,ngin1246
Pama-Nyungan,ngin1247
Heibanic,ngir1247
Atlantic-Congo,ngir1248
Atlantic-Congo,ngir1249
Atlantic-Congo,ngir1250
Atlantic-Congo,ngir1251
Atlantic-Congo,ngir1252
Atlantic-Congo,ngir1253
Atlantic-Congo,ngir1254
Central Sudanic,ngit1239
Afro-Asiatic,ngiz1242
Afro-Asiatic,ngiz1243
Morehead-Wasur,ngka1235
Morehead-Wasur,ngka1236
Morehead-Wasur,ngka1237
Tuu,ngke1238
Pama-Nyungan,ngko1236
Morehead-Wasur,ngkr1234
Morehead-Wasur,ngkr1235
Morehead-Wasur,ngkr1236
Morehead-Wasur,ngkr1237
Morehead-Wasur,ngkr1238
Mande,ngoa1238
Sino-Tibetan,ngoc1235
Atlantic-Congo,ngoe1239
Central Sudanic,ngok1244
Nilotic,ngok1245
Nilotic,ngok1246
Atlantic-Congo,ngol1244
Atlantic-Congo,ngol1245
Atlantic-Congo,ngol1246
Atlantic-Congo,ngom1264
Bookkeeping,ngom1265
Atlantic-Congo,ngom1266
Atlantic-Congo,ngom1268
Atlantic-Congo,ngom1269
Atlantic-Congo,ngom1270
Atlantic-Congo,ngom1271
Atlantic-Congo,ngom1272
Atlantic-Congo,ngom1273
Atlantic-Congo,ngom1274
Atlantic-Congo,ngom1275
Atlantic-Congo,ngon1266
Atlantic-Congo,ngon1267
Atlantic-Congo,ngon1268
Atlantic-Congo,ngon1269
Atlantic-Congo,ngon1270
Atlantic-Congo,ngon1271
Atlantic-Congo,ngon1272
Atlantic-Congo,ngon1273
Atlantic-Congo,ngon1274
Bookkeeping,ngon1275
Atlantic-Congo,ngoo1241
Atlantic-Congo,ngoo1242
Atlantic-Congo,ngor1242
Atlantic-Congo,ngor1243
Austronesian,ngor1244
Atlantic-Congo,ngos1238
Afro-Asiatic,ngos1242
Atlantic-Congo,ngov1238
Goilalan,ngow1239
Afro-Asiatic,ngro1237
Tangkic,ngub1238
Atlantic-Congo,ngub1239
Atlantic-Congo,ngub1240
Atlantic-Congo,ngub1241
Tuu,ngue1242
Austronesian,ngul1236
Atlantic-Congo,ngul1246
Atlantic-Congo,ngul1247
Pama-Nyungan,ngum1251
Nyulnyulan,ngum1253
Atlantic-Congo,ngum1254
Atlantic-Congo,ngum1255
Pama-Nyungan,ngum1256
Atlantic-Congo,ngun1266
Atlantic-Congo,ngun1267
Atlantic-Congo,ngun1268
Atlantic-Congo,ngun1270
Atlantic-Congo,ngun1271
Atlantic-Congo,ngun1272
Heibanic,ngun1273
Austronesian,ngun1274
Atlantic-Congo,ngun1275
Atlantic-Congo,ngun1276
Pama-Nyungan,ngun1277
Atlantic-Congo,ngun1278
Austroasiatic,nguo1239
Heibanic,nguq1238
Unattested,ngur1260
Pama-Nyungan,ngur1261
Pama-Nyungan,ngur1262
Atlantic-Congo,ngur1263
Central Sudanic,ngur1264
Saharan,ngur1265
Atlantic-Congo,ngwa1245
Atlantic-Congo,ngwa1246
Atlantic-Congo,ngwa1247
Afro-Asiatic,ngwa1251
Atlantic-Congo,ngwe1238
Atlantic-Congo,ngwi1238
Atlantic-Congo,ngwo1241
Pama-Nyungan,nhan1238
Atlantic-Congo,nhay1238
Tupian,nhen1239
Austroasiatic,nheu1239
Pama-Nyungan,nhir1234
Atlantic-Congo,nhla1238
Pama-Nyungan,nhuw1239
Atlantic-Congo,niab1238
Atlantic-Congo,niak1239
Atlantic-Congo,nian1243
Atlantic-Congo,nian1244
Austronesian,nias1241
Austronesian,nias1242
Indo-European,nibh1238
Austronesian,nibo1237
Sign Language,nica1238
Indo-European,nica1249
Misumalpan,nica1250
Indo-European,nica1252
Austroasiatic,nico1262
Otomanguean,nico1263
Atlantic-Congo,nidr1238
Nakh-Daghestanian,nidz1238
Atlantic-Congo,nied1239
Atlantic-Congo,niel1243
Mande,nien1238
Atlantic-Congo,niga1242
Nuclear Trans New Guinea,niga1243
Mande,nigb1238
Sign Language,nige1240
Atlantic-Congo,nige1253
Atlantic-Congo,nige1254
Atlantic-Congo,nige1255
Indo-European,nige1257
Indo-European,nige1258
Sign Language,nige1259
Atlantic-Congo,nigi1240
Sepik,nigi1241
NA,niha1238
Japonic,niig1237
Nuclear Trans New Guinea,niii1240
Pama-Nyungan,nija1241
Bookkeeping,nija1242
Indo-European,nijr1238
Left May,niki1238
Sepik,niks1238
Austronesian,niku1237
Atlantic-Congo,nila1242
Austronesian,nila1243
Austronesian,nila1244
Sino-Tibetan,nila1245
Sino-Tibetan,nili1235
NA,nilo1247
Indo-European,nima1243
Nyulnyulan,nima1245
Nuclear Trans New Guinea,nima1246
Atlantic-Congo,nimb1256
NA,nimb1257
Afro-Asiatic,nimb1261
Nuclear Trans New Guinea,nimi1240
Austronesian,nimo1245
Austronesian,nimo1246
